externalKey,tier_short,tier_label,tier_order,segment,role_fit,organization,region,state,state_name,city,county,city_county,locale_code,locale_display,saipe_numeric,saipe_display,basis,phone,website,outreach_program,outreach_link,students,school_count,source,detail
CAND|University of Holy Cross|LA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,University of Holy Cross,Southeast,LA,,New Orleans,Orleans Parish,New Orleans / Orleans Parish,11,11,21.3,21.3%,SAIPE 20 pts,(504) 394-7744,https://uhcno.edu/,,,,,Higher Ed seed file,"{'Institution': 'University of Holy Cross', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'LA', 'City': 'New Orleans', 'County': 'Orleans Parish', 'ZIP': '70131-7399', 'Locale': '11', 'Poverty Percent': '21.3', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Dr. Stanton F. McNeely III', 'Leader Title': 'President', 'Phone': '(504) 394-7744', 'Website': 'https://uhcno.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|University of Mount Saint Vincent|NY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,University of Mount Saint Vincent,Northeast,NY,,Bronx,Bronx County,Bronx / Bronx County,11,11,28.7,28.7%,SAIPE 20 pts,(718) 405-3200,https://www.mountsaintvincent.edu/,,,,,Higher Ed seed file,"{'Institution': 'University of Mount Saint Vincent', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NY', 'City': 'Bronx', 'County': 'Bronx County', 'ZIP': '10471-1093', 'Locale': '11', 'Poverty Percent': '28.7', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Susan R. Burns', 'Leader Title': 'President', 'Phone': '(718) 405-3200', 'Website': 'https://www.mountsaintvincent.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|University of New Orleans|LA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,University of New Orleans,Southeast,LA,,New Orleans,Orleans Parish,New Orleans / Orleans Parish,11,11,21.3,21.3%,SAIPE 20 pts,(888) 514-4275,https://new.uno.edu/,,,,,Higher Ed seed file,"{'Institution': 'University of New Orleans', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'LA', 'City': 'New Orleans', 'County': 'Orleans Parish', 'ZIP': '70148', 'Locale': '11', 'Poverty Percent': '21.3', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Dr. Kathy Johnson', 'Leader Title': 'President', 'Phone': '(888) 514-4275', 'Website': 'https://new.uno.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Wayne County Community College District|MI,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Wayne County Community College District,Northeast,MI,,Detroit,Wayne County,Detroit / Wayne County,11,11,22.1,22.1%,SAIPE 20 pts,(313) 496-2600,https://www.wcccd.edu/,,,,,Higher Ed seed file,"{'Institution': 'Wayne County Community College District', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MI', 'City': 'Detroit', 'County': 'Wayne County', 'ZIP': '48226', 'Locale': '11', 'Poverty Percent': '22.1', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Dr. Curtis L. Ivery', 'Leader Title': 'Chancellor', 'Phone': '(313) 496-2600', 'Website': 'https://www.wcccd.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Wayne State University|MI,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Wayne State University,Northeast,MI,,Detroit,Wayne County,Detroit / Wayne County,11,11,22.1,22.1%,SAIPE 20 pts,(313) 577-2424,https://wayne.edu/,,,,,Higher Ed seed file,"{'Institution': 'Wayne State University', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'MI', 'City': 'Detroit', 'County': 'Wayne County', 'ZIP': '48202', 'Locale': '11', 'Poverty Percent': '22.1', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Kimberly Andrews Espy', 'Leader Title': 'President', 'Phone': '(313) 577-2424', 'Website': 'https://wayne.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': 'Medical'}"
CAND|Xavier University of Louisiana|LA,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Xavier University of Louisiana,Southeast,LA,,New Orleans,Orleans Parish,New Orleans / Orleans Parish,11,11,21.3,21.3%,SAIPE 20 pts,(504) 486-7411,https://www.xula.edu/,,,,,Higher Ed seed file,"{'Institution': 'Xavier University of Louisiana', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'LA', 'City': 'New Orleans', 'County': 'Orleans Parish', 'ZIP': '70125-1098', 'Locale': '11', 'Poverty Percent': '21.3', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Dr. C. Reynold Verret', 'Leader Title': 'President', 'Phone': '(504) 486-7411', 'Website': 'https://www.xula.edu/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
CAND|Yeshiva of the Telshe Alumni|NY,Tier 3,Tier 3: HigherEd Rural Remote,3,Higher Ed,Hub Candidate,Yeshiva of the Telshe Alumni,Northeast,NY,,Riverdale,Bronx County,Riverdale / Bronx County,11,11,28.7,28.7%,SAIPE 20 pts,(718) 601-3523,https://yeshivatelshealumni.com/,,,,,Higher Ed seed file,"{'Institution': 'Yeshiva of the Telshe Alumni', 'Tier': 'Tier 3: HigherEd Rural Remote', 'Role Fit': 'Hub Candidate', 'State': 'NY', 'City': 'Riverdale', 'County': 'Bronx County', 'ZIP': '10471-2897', 'Locale': '11', 'Poverty Percent': '28.7', 'SAIPE Points': '20', 'Basis': 'SAIPE 20 pts', 'Leader': 'Rabbi Noson Joseph', 'Leader Title': 'FAA', 'Phone': '(718) 601-3523', 'Website': 'https://yeshivatelshealumni.com/', 'Outreach Program': '', 'Outreach Link': '', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': '', 'Flags': ''}"
OUT|Auburn University|AL,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Auburn University,Southeast,AL,,Auburn,Lee County,Auburn / Lee County,13,13,16.9,16.9%,Confirmed rural outreach program,(334) 844-4000,https://www.auburn.edu/,Rural Health Initiative,https://outreach.auburn.edu/ruralhealth/index.php,,,Higher Ed seed file,"{'Institution': 'Auburn University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'AL', 'City': 'Auburn', 'County': 'Lee County', 'ZIP': '36849', 'Locale': '13', 'Poverty Percent': '16.9', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Chris Roberts', 'Leader Title': 'President', 'Phone': '(334) 844-4000', 'Website': 'https://www.auburn.edu/', 'Outreach Program': 'Rural Health Initiative', 'Outreach Link': 'https://outreach.auburn.edu/ruralhealth/index.php', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://outreach.auburn.edu/ruralhealth/index.php', 'Flags': 'Land Grant, Medical'}"
OUT|The University of Alabama|AL,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,The University of Alabama,Southeast,AL,,Tuscaloosa,Tuscaloosa County,Tuscaloosa / Tuscaloosa County,12,12,16.5,16.5%,Confirmed rural outreach program,(205) 348-6010,https://www.ua.edu/,Rural Programs / MOORE Scholars,https://cchs.ua.edu/rural-programs/high-school/,,,Higher Ed seed file,"{'Institution': 'The University of Alabama', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'AL', 'City': 'Tuscaloosa', 'County': 'Tuscaloosa County', 'ZIP': '35487-0100', 'Locale': '12', 'Poverty Percent': '16.5', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Stuart R. Bell', 'Leader Title': 'President', 'Phone': '(205) 348-6010', 'Website': 'https://www.ua.edu/', 'Outreach Program': 'Rural Programs / MOORE Scholars', 'Outreach Link': 'https://cchs.ua.edu/rural-programs/high-school/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://cchs.ua.edu/rural-programs/high-school/', 'Flags': ''}"
OUT|University of Alabama at Birmingham|AL,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Alabama at Birmingham,Southeast,AL,,Birmingham,Jefferson County,Birmingham / Jefferson County,12,12,14.2,14.2%,Confirmed rural outreach program,(205) 934-4011,https://www.uab.edu/,Telehealth Outreach and Policy for Rural and Underserved Populations (TOP-UP) Rapid Response Center,https://www.uab.edu/medicine/familymedicine/research/telehealth-outreach-and-policy-for-rural-and-underserved-populations-rapid-response-center,,,Higher Ed seed file,"{'Institution': 'University of Alabama at Birmingham', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'AL', 'City': 'Birmingham', 'County': 'Jefferson County', 'ZIP': '35294-0110', 'Locale': '12', 'Poverty Percent': '14.2', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Ray L. Watts', 'Leader Title': 'President', 'Phone': '(205) 934-4011', 'Website': 'https://www.uab.edu/', 'Outreach Program': 'Telehealth Outreach and Policy for Rural and Underserved Populations (TOP-UP) Rapid Response Center', 'Outreach Link': 'https://www.uab.edu/medicine/familymedicine/research/telehealth-outreach-and-policy-for-rural-and-underserved-populations-rapid-response-center', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.uab.edu/medicine/familymedicine/research/telehealth-outreach-and-policy-for-rural-and-underserved-populations-rapid-response-center', 'Flags': 'Medical, Hospital'}"
OUT|University of South Alabama|AL,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of South Alabama,Southeast,AL,,Mobile,Mobile County,Mobile / Mobile County,12,12,16.7,16.7%,Confirmed rural outreach program,(251) 460-6101,https://www.southalabama.edu/,Nursing Mobile Units for Rural and Underserved Communities,https://www.southalabama.edu/departments/publicrelations/pressreleases/072922nursinggrant.html,,,Higher Ed seed file,"{'Institution': 'University of South Alabama', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'AL', 'City': 'Mobile', 'County': 'Mobile County', 'ZIP': '36688-0002', 'Locale': '12', 'Poverty Percent': '16.7', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Jo Bonner', 'Leader Title': 'President', 'Phone': '(251) 460-6101', 'Website': 'https://www.southalabama.edu/', 'Outreach Program': 'Nursing Mobile Units for Rural and Underserved Communities', 'Outreach Link': 'https://www.southalabama.edu/departments/publicrelations/pressreleases/072922nursinggrant.html', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.southalabama.edu/departments/publicrelations/pressreleases/072922nursinggrant.html', 'Flags': 'Medical, Hospital'}"
OUT|University of Arkansas|AR,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Arkansas,Southeast,AR,,Fayetteville,Washington County,Fayetteville / Washington County,12,12,13.5,13.5%,Confirmed rural outreach program,(479) 575-2000,https://www.uark.edu/,Small-Town & Rural Students / ASAP,https://admissions.uark.edu/stars/uofa-stars.php,,,Higher Ed seed file,"{'Institution': 'University of Arkansas', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'AR', 'City': 'Fayetteville', 'County': 'Washington County', 'ZIP': '72701', 'Locale': '12', 'Poverty Percent': '13.5', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Charles F. Robinson', 'Leader Title': 'Chancellor', 'Phone': '(479) 575-2000', 'Website': 'https://www.uark.edu/', 'Outreach Program': 'Small-Town & Rural Students / ASAP', 'Outreach Link': 'https://admissions.uark.edu/stars/uofa-stars.php', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://admissions.uark.edu/stars/uofa-stars.php', 'Flags': 'Land Grant'}"
OUT|University of Arkansas for Medical Sciences|AR,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Arkansas for Medical Sciences,Southeast,AR,,Little Rock,Pulaski County,Little Rock / Pulaski County,12,12,16.0,16.0%,Confirmed rural outreach program,(501) 686-7000,https://www.uams.edu/,Rural Outreach Program,https://psychiatry.uams.edu/research/center-for-health-services-research/rural-outreach/,,,Higher Ed seed file,"{'Institution': 'University of Arkansas for Medical Sciences', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'AR', 'City': 'Little Rock', 'County': 'Pulaski County', 'ZIP': '72205-7199', 'Locale': '12', 'Poverty Percent': '16.0', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Cam Patterson, M.D., MBA', 'Leader Title': 'Chancellor', 'Phone': '(501) 686-7000', 'Website': 'https://www.uams.edu/', 'Outreach Program': 'Rural Outreach Program', 'Outreach Link': 'https://psychiatry.uams.edu/research/center-for-health-services-research/rural-outreach/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://psychiatry.uams.edu/research/center-for-health-services-research/rural-outreach/', 'Flags': 'Medical, Hospital'}"
OUT|Colorado State University-Fort Collins|CO,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Colorado State University-Fort Collins,West,CO,,Fort Collins,Larimer County,Fort Collins / Larimer County,12,12,10.5,10.5%,Confirmed rural outreach program,(970) 491-1101,https://colostate.edu/,Rural Initiative,https://learn.colostate.edu/about-us/rural-initiative/,,,Higher Ed seed file,"{'Institution': 'Colorado State University-Fort Collins', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'CO', 'City': 'Fort Collins', 'County': 'Larimer County', 'ZIP': '80523-0100', 'Locale': '12', 'Poverty Percent': '10.5', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Amy Parsons', 'Leader Title': 'President', 'Phone': '(970) 491-1101', 'Website': 'https://colostate.edu/', 'Outreach Program': 'Rural Initiative', 'Outreach Link': 'https://learn.colostate.edu/about-us/rural-initiative/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://learn.colostate.edu/about-us/rural-initiative/', 'Flags': 'Land Grant, Medical'}"
OUT|University of Florida|FL,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Florida,Southeast,FL,,Gainesville,Alachua County,Gainesville / Alachua County,12,12,22.9,22.9%,Confirmed rural outreach program,(352) 392-3261,https://www.ufl.edu/,Rural Outreach Program (UF Mobile Outreach Clinic),https://outreach.med.ufl.edu/patients/weekly-schedule/,,,Higher Ed seed file,"{'Institution': 'University of Florida', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'FL', 'City': 'Gainesville', 'County': 'Alachua County', 'ZIP': '32611', 'Locale': '12', 'Poverty Percent': '22.9', 'SAIPE Points': '20', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Kent Fuchs', 'Leader Title': 'President', 'Phone': '(352) 392-3261', 'Website': 'https://www.ufl.edu/', 'Outreach Program': 'Rural Outreach Program (UF Mobile Outreach Clinic)', 'Outreach Link': 'https://outreach.med.ufl.edu/patients/weekly-schedule/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://outreach.med.ufl.edu/patients/weekly-schedule/', 'Flags': 'Land Grant, Medical, Hospital'}"
OUT|Georgia Institute of Technology-Main Campus|GA,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Georgia Institute of Technology-Main Campus,Southeast,GA,,Atlanta,Fulton County,Atlanta / Fulton County,11,11,11.3,11.3%,Confirmed rural outreach program,(404) 894-2000,https://www.gatech.edu/,Rural Recruitment / Reaching Rural Students in Georgia and Beyond,https://admission.gatech.edu/rural-recruitment,,,Higher Ed seed file,"{'Institution': 'Georgia Institute of Technology-Main Campus', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'GA', 'City': 'Atlanta', 'County': 'Fulton County', 'ZIP': '30332-0530', 'Locale': '11', 'Poverty Percent': '11.3', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Angel Cabrera', 'Leader Title': 'President', 'Phone': '(404) 894-2000', 'Website': 'https://www.gatech.edu/', 'Outreach Program': 'Rural Recruitment / Reaching Rural Students in Georgia and Beyond', 'Outreach Link': 'https://admission.gatech.edu/rural-recruitment', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://admission.gatech.edu/rural-recruitment', 'Flags': ''}"
OUT|Georgia Southern University|GA,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Georgia Southern University,Southeast,GA,,Statesboro,Bulloch County,Statesboro / Bulloch County,32,32,21.5,21.5%,Confirmed rural outreach program,(912) 478-5391,https://www.georgiasouthern.edu/,Center for Rural & Public Health Practice & Research,https://www.georgiasouthern.edu/research/centers/public-health-practice,,,Higher Ed seed file,"{'Institution': 'Georgia Southern University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'GA', 'City': 'Statesboro', 'County': 'Bulloch County', 'ZIP': '30460-8126', 'Locale': '32', 'Poverty Percent': '21.5', 'SAIPE Points': '20', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Kyle Marrero', 'Leader Title': 'President', 'Phone': '(912) 478-5391', 'Website': 'https://www.georgiasouthern.edu/', 'Outreach Program': 'Center for Rural & Public Health Practice & Research', 'Outreach Link': 'https://www.georgiasouthern.edu/research/centers/public-health-practice', 'Outreach Contact': 'Charles Owens', 'Outreach Email': 'cowens@georgiasouthern.edu', 'Outreach Phone': '(229) 322-8290', 'Evidence URL': 'https://www.georgiasouthern.edu/research/centers/public-health-practice', 'Flags': ''}"
OUT|University of Georgia|GA,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Georgia,Southeast,GA,,Athens,Clarke County,Athens / Clarke County,12,12,23.5,23.5%,Confirmed rural outreach program,(706) 542-3000,https://www.uga.edu/,Rural Engagement Workshop / Rural Georgia: Growing Stronger,https://outreach.uga.edu/units-and-programs/rural-engagement-faculty-workshop/,,,Higher Ed seed file,"{'Institution': 'University of Georgia', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'GA', 'City': 'Athens', 'County': 'Clarke County', 'ZIP': '30602', 'Locale': '12', 'Poverty Percent': '23.5', 'SAIPE Points': '20', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Jere W. Morehead', 'Leader Title': 'President', 'Phone': '(706) 542-3000', 'Website': 'https://www.uga.edu/', 'Outreach Program': 'Rural Engagement Workshop / Rural Georgia: Growing Stronger', 'Outreach Link': 'https://outreach.uga.edu/units-and-programs/rural-engagement-faculty-workshop/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://outreach.uga.edu/units-and-programs/rural-engagement-faculty-workshop/', 'Flags': 'Land Grant, Medical'}"
OUT|Iowa State University|IA,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Iowa State University,Northeast,IA,,Ames,Story County,Ames / Story County,13,13,15.9,15.9%,Confirmed rural outreach program,(515) 294-4111,https://www.iastate.edu/,Iowa State University Extension and Outreach,https://www.extension.iastate.edu/,,,Higher Ed seed file,"{'Institution': 'Iowa State University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'IA', 'City': 'Ames', 'County': 'Story County', 'ZIP': '50011-2103', 'Locale': '13', 'Poverty Percent': '15.9', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Wendy Wintersteen', 'Leader Title': 'President', 'Phone': '(515) 294-4111', 'Website': 'https://www.iastate.edu/', 'Outreach Program': 'Iowa State University Extension and Outreach', 'Outreach Link': 'https://www.extension.iastate.edu/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.extension.iastate.edu/', 'Flags': 'Land Grant, Medical'}"
OUT|University of Iowa|IA,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Iowa,Northeast,IA,,Iowa City,Johnson County,Iowa City / Johnson County,13,13,17.7,17.7%,Confirmed rural outreach program,(319) 335-3500,https://uiowa.edu/,Iowa Neuropathology Resource Laboratory Rural Outreach Program,https://inrl.lab.uiowa.edu/outreach,,,Higher Ed seed file,"{'Institution': 'University of Iowa', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'IA', 'City': 'Iowa City', 'County': 'Johnson County', 'ZIP': '52242-1316', 'Locale': '13', 'Poverty Percent': '17.7', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Barbara J Wilson', 'Leader Title': 'President', 'Phone': '(319) 335-3500', 'Website': 'https://uiowa.edu/', 'Outreach Program': 'Iowa Neuropathology Resource Laboratory Rural Outreach Program', 'Outreach Link': 'https://inrl.lab.uiowa.edu/outreach', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://inrl.lab.uiowa.edu/outreach', 'Flags': 'Medical, Hospital'}"
OUT|Boise State University|ID,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Boise State University,West,ID,,Boise,Ada County,Boise / Ada County,12,12,8.9,8.9%,Confirmed rural outreach program,(208) 426-1000,https://www.boisestate.edu/,Community Impact Program,https://www.boisestate.edu/ruraleducation/,,,Higher Ed seed file,"{'Institution': 'Boise State University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'ID', 'City': 'Boise', 'County': 'Ada County', 'ZIP': '83725', 'Locale': '12', 'Poverty Percent': '8.9', 'SAIPE Points': '0', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Marlene Tromp', 'Leader Title': 'President', 'Phone': '(208) 426-1000', 'Website': 'https://www.boisestate.edu/', 'Outreach Program': 'Community Impact Program', 'Outreach Link': 'https://www.boisestate.edu/ruraleducation/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.boisestate.edu/ruraleducation/', 'Flags': ''}"
OUT|University of Idaho|ID,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Idaho,West,ID,,Moscow,Latah County,Moscow / Latah County,32,32,17.3,17.3%,Confirmed rural outreach program,(888) 884-3246,https://www.uidaho.edu/,Idaho Office of Underserved and Rural Medical Research,https://www.uidaho.edu/health-medical-professions/idaho-underserved-rural-medical,,,Higher Ed seed file,"{'Institution': 'University of Idaho', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'ID', 'City': 'Moscow', 'County': 'Latah County', 'ZIP': '83844-2282', 'Locale': '32', 'Poverty Percent': '17.3', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Scott Green', 'Leader Title': 'President', 'Phone': '(888) 884-3246', 'Website': 'https://www.uidaho.edu/', 'Outreach Program': 'Idaho Office of Underserved and Rural Medical Research', 'Outreach Link': 'https://www.uidaho.edu/health-medical-professions/idaho-underserved-rural-medical', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://www.uidaho.edu/health-medical-professions/idaho-underserved-rural-medical', 'Flags': 'Land Grant, Medical'}"
OUT|Kansas State University|KS,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,Kansas State University,Northeast,KS,,Manhattan,Riley County,Manhattan / Riley County,13,13,18.1,18.1%,Confirmed rural outreach program,(785) 532-6011,https://www.k-state.edu/,Rural Education Center,https://coe.k-state.edu/academics/departments/rural-education-center/,,,Higher Ed seed file,"{'Institution': 'Kansas State University', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'KS', 'City': 'Manhattan', 'County': 'Riley County', 'ZIP': '66506', 'Locale': '13', 'Poverty Percent': '18.1', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Richard Linton', 'Leader Title': 'President', 'Phone': '(785) 532-6011', 'Website': 'https://www.k-state.edu/', 'Outreach Program': 'Rural Education Center', 'Outreach Link': 'https://coe.k-state.edu/academics/departments/rural-education-center/', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '', 'Evidence URL': 'https://coe.k-state.edu/academics/departments/rural-education-center/', 'Flags': 'Land Grant, Medical'}"
OUT|University of Kentucky|KY,Tier 4,Tier 4: Higher Ed Rural Outreach,4,Higher Ed,Outreach / Hub Partner,University of Kentucky,Mid-Atlantic,KY,,Lexington,Fayette County,Lexington / Fayette County,11,11,12.7,12.7%,Confirmed rural outreach program,(859) 257-9000,https://www.uky.edu/,Center of Excellence in Rural Health - Outreach and Engagement,https://medicine.uky.edu/centers/ruralhealth/outreach-and-engagement,,,Higher Ed seed file,"{'Institution': 'University of Kentucky', 'Tier': 'Tier 4: Higher Ed Rural Outreach', 'Role Fit': 'Outreach / Hub Partner', 'State': 'KY', 'City': 'Lexington', 'County': 'Fayette County', 'ZIP': '40506-0032', 'Locale': '11', 'Poverty Percent': '12.7', 'SAIPE Points': '10', 'Basis': 'Confirmed rural outreach program', 'Leader': 'Dr. Eli Capilouto', 'Leader Title': 'President', 'Phone': '(859) 257-9000', 'Website': 'https://www.uky.edu/', 'Outreach Program': 'Center of Excellence in Rural Health - Outreach and Engagement', 'Outreach Link': 'https://medicine.uky.edu/centers/ruralhealth/outreach-and-engagement', 'Outreach Contact': '', 'Outreach Email': '', 'Outreach Phone': '(606) 439-3557', 'Evidence URL': 'https://medicine.uky.edu/centers/ruralhealth/outreach-and-engagement', 'Flags': 'Land Grant, Medical, Hospital'}"
