Title,ExternalKey,TierCode,TierLabel,Segment,RoleFit,OrganizationName,StateCode,StateName,City,County,LocaleCode,LocaleDisplay,SaipePercent,SaipeBand,Basis,ContactName,ContactTitle,Phone,Website,OutreachProgram,OutreachLink,Flags,AssignedRepText,OutreachStatus,LastContact,NextStep,Notes,SourceDataset,ActiveFlag
Rapelje H S,2-school-district-mt-rapelje-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rapelje H S,MT,Montana,Rapelje,Stillwater County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 663-2216,http://rapelje.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,2-school-district-ny-raquette-lake-union-free-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RAQUETTE LAKE UNION FREE SCHOOL DISTRICT,NY,New York,Raquette Lake,Hamilton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(315) 354-4733,,,,,,Not Started,,,,K12 Locale43,Yes
RATTAN,2-school-district-ok-rattan,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RATTAN,OK,Oklahoma,Rattan,Pushmataha County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 587-2715,http://www.rattan.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
Ravendale-Termo Elementary,1-school-district-ca-ravendale-termo-elementary,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Ravendale-Termo Elementary,CA,California,Termo,Lassen County,43,43-Rural: Remote,50.0,30%+,Locale 43 and SAIPE ≥ 30%,Michelle Brown,District Contact,(530) 257-8200,http://www.juniperridge.org,,,,,Not Started,,,,K12 Locale43,Yes
RAVENNA PUBLIC SCHOOLS,2-school-district-ne-ravenna-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RAVENNA PUBLIC SCHOOLS,NE,Nebraska,Ravenna,Buffalo County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 452-3249,,,,,,Not Started,,,,K12 Locale43,Yes
RAVIA,2-school-district-ok-ravia,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RAVIA,OK,Oklahoma,Ravia,Johnston County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 371-9163,http://www.ravia.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
Rawlins County,2-school-district-ks-rawlins-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rawlins County,KS,Kansas,Atwood,Rawlins County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 626-3236,http://www.usd105.org,,,,,Not Started,,,,K12 Locale43,Yes
Ray Unified District (4438),2-school-district-az-ray-unified-district-4438,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ray Unified District (4438),AZ,Arizona,Kearny,Pinal County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(520) 363-5515,http://www.rayusd.org,,,,,Not Started,,,,K12 Locale43,Yes
Raymond School District,2-school-district-wa-raymond-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Raymond School District,WA,Washington,Raymond,Pacific County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(360) 942-3415,http://www.raymondk12.org,,,,,Not Started,,,,K12 Locale43,Yes
RAYMONDVILLE R-VII,2-school-district-mo-raymondville-r-vii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RAYMONDVILLE R-VII,MO,Missouri,Raymondville,Texas County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(417) 457-6237,http://RVILLE.K12.MO.US,,,,,Not Started,,,,K12 Locale43,Yes
REAGAN COUNTY ISD,2-school-district-tx-reagan-county-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,REAGAN COUNTY ISD,TX,Texas,Big Lake,Reagan County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(325) 884-3705,http://www.reagancountyisd.net/,,,,,Not Started,,,,K12 Locale43,Yes
RECTOR SCHOOL DISTRICT,2-school-district-ar-rector-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RECTOR SCHOOL DISTRICT,AR,Arkansas,Rector,Clay County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(870) 595-3151,http://www.rector.k12.ar.us,,,,,Not Started,,,,K12 Locale43,Yes
RED CLOUD COMMUNITY SCHOOLS,2-school-district-ne-red-cloud-community-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RED CLOUD COMMUNITY SCHOOLS,NE,Nebraska,Red Cloud,Webster County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(402) 746-3413,,,,,,Not Started,,,,K12 Locale43,Yes
RED LAKE COUNTY CENTRAL PUBLIC SCH,2-school-district-mn-red-lake-county-central-public-sch,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RED LAKE COUNTY CENTRAL PUBLIC SCH,MN,Minnesota,Oklee,Red Lake County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 796-5136,http://www.rlcc2906.org/,,,,,Not Started,,,,K12 Locale43,Yes
RED LAKE FALLS PUBLIC SCHOOL DIST.,2-school-district-mn-red-lake-falls-public-school-dist,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RED LAKE FALLS PUBLIC SCHOOL DIST.,MN,Minnesota,Red Lake Falls,Red Lake County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(218) 253-2139,http://redlakefalls.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
RED LAKE PUBLIC SCHOOL DISTRICT,1-school-district-mn-red-lake-public-school-district,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,RED LAKE PUBLIC SCHOOL DISTRICT,MN,Minnesota,Red Lake,Beltrami County,43,43-Rural: Remote,34.5,30%+,Locale 43 and SAIPE ≥ 30%,Tim Lutz,District Contact,(218) 679-3353,http://www.redlake.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Red Lodge Elem,2-school-district-mt-red-lodge-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Red Lodge Elem,MT,Montana,Red Lodge,Carbon County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 446-1804,http://mt15000219.schoolwires.net,,,,,Not Started,,,,K12 Locale43,Yes
Red Lodge H S,2-school-district-mt-red-lodge-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Red Lodge H S,MT,Montana,Red Lodge,Carbon County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 446-1903,http://mt15000219.schoolwires.net,,,,,Not Started,,,,K12 Locale43,Yes
Red Mesa Unified District (4159),1-school-district-az-red-mesa-unified-district-4159,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Red Mesa Unified District (4159),AZ,Arizona,Teec Nos Pos,Apache County,43,43-Rural: Remote,34.3,30%+,Locale 43 and SAIPE ≥ 30%,Janeane Candelaria,District Contact,(928) 656-4100,http://www.rmusd.net,,,,,Not Started,,,,K12 Locale43,Yes
RED OAK,1-school-district-ok-red-oak,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,RED OAK,OK,Oklahoma,Red Oak,Latimer County,43,43-Rural: Remote,37.5,30%+,Locale 43 and SAIPE ≥ 30%,Bryan Deatherage,District Contact,(918) 754-2426,http://www.redoak.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
Red River Parish,1-school-district-la-red-river-parish,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Red River Parish,LA,Louisiana,Coushatta,Red River Parish,43,43-Rural: Remote,34.3,30%+,Locale 43 and SAIPE ≥ 30%,David Jones,District Contact,(318) 932-4081,,,,,,Not Started,,,,K12 Locale43,Yes
RED RIVER VALLEY CHARTER SCHOOL,2-school-district-nm-red-river-valley-charter-school,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RED RIVER VALLEY CHARTER SCHOOL,NM,New Mexico,Red River,Taos County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(575) 754-6117,http://www.redrivervalleycs.org/,,,,,Not Started,,,,K12 Locale43,Yes
RED ROCK CENTRAL SCHOOL DISTRICT,2-school-district-mn-red-rock-central-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RED ROCK CENTRAL SCHOOL DISTRICT,MN,Minnesota,Lamberton,Redwood County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(507) 752-7361,http://www.redrockcentral.org/,,,,,Not Started,,,,K12 Locale43,Yes
Redbank Valley SD,2-school-district-pa-redbank-valley-sd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Redbank Valley SD,PA,Pennsylvania,New Bethlehem,Clarion County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(814) 275-2426,http://www.redbankvalley.net,,,,,Not Started,,,,K12 Locale43,Yes
Redfield School District 56-4,2-school-district-sd-redfield-school-district-56-4,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Redfield School District 56-4,SD,South Dakota,Redfield,Spink County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(605) 472-4520,http://www.redfield.k12.sd.us,,,,,Not Started,,,,K12 Locale43,Yes
Reed Plt Public Schools,2-school-district-me-reed-plt-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Reed Plt Public Schools,ME,Maine,Lee,Penobscot County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 738-2665,http://www.aos90.org,,,,,Not Started,,,,K12 Locale43,Yes
Reed Point Elem,2-school-district-mt-reed-point-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Reed Point Elem,MT,Montana,Reed Point,Stillwater County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 326-2245,http://reedpoint.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Reed Point H S,2-school-district-mt-reed-point-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Reed Point H S,MT,Montana,Reed Point,Stillwater County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 326-2245,http://reedpoint.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
REFUGIO ISD,2-school-district-tx-refugio-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,REFUGIO ISD,TX,Texas,Refugio,Refugio County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(361) 526-5400,http://www.refugioisd.net/,,,,,Not Started,,,,K12 Locale43,Yes
Region 18 ESD,2-school-district-or-region-18-esd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Region 18 ESD,OR,Oregon,Enterprise,Wallowa County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(541) 426-7600,http://www.r18esd.org,,,,,Not Started,,,,K12 Locale43,Yes
Region 6 and 8-SW/WC Service Coop,2-school-district-mn-region-6-and-8-sw-wc-service-coop,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Region 6 and 8-SW/WC Service Coop,MN,Minnesota,Marshall,Lyon County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(507) 537-2251,http://www.swsc.org,,,,,Not Started,,,,K12 Locale43,Yes
Reichle Elem,1-school-district-mt-reichle-elem,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,Reichle Elem,MT,Montana,Glen,Beaverhead County,43,43-Rural: Remote,31.6,30%+,Locale 43 and SAIPE ≥ 30%,Mike Miller,District Contact,(406) 865-0353,,,,,,Not Started,,,,K12 Locale43,Yes
Renville County West Schools,2-school-district-mn-renville-county-west-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Renville County West Schools,MN,Minnesota,Renville,Renville County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(320) 329-8362,http://www.rcw.k12.mn.us/,,,,,Not Started,,,,K12 Locale43,Yes
Republic County,2-school-district-ks-republic-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Republic County,KS,Kansas,Belleville,Republic County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(785) 527-5621,http://www.usd109.org,,,,,Not Started,,,,K12 Locale43,Yes
Republic School District,2-school-district-wa-republic-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Republic School District,WA,Washington,Republic,Ferry County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 775-3173,http://republic309.org,,,,,Not Started,,,,K12 Locale43,Yes
Republic-Michigamme Schools,2-school-district-mi-republic-michigamme-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Republic-Michigamme Schools,MI,Michigan,Republic,Marquette County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(906) 376-2277,http://www.r-mschool.org,,,,,Not Started,,,,K12 Locale43,Yes
RESERVE,2-school-district-nm-reserve,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RESERVE,NM,New Mexico,Reserve,Catron County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(575) 533-6241,http://www.reserveschools.com,,,,,Not Started,,,,K12 Locale43,Yes
Revere School District,2-school-district-co-revere-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Revere School District,CO,Colorado,Ovid,Sedgwick County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(970) 463-5477,http://www.revereschool.com,,,,,Not Started,,,,K12 Locale43,Yes
REYDON,2-school-district-ok-reydon,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,REYDON,OK,Oklahoma,Reydon,Roger Mills County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(580) 303-7120,http://www.reydon.k12.ok.us,,,,,Not Started,,,,K12 Locale43,Yes
Rib Lake School District,2-school-district-wi-rib-lake-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rib Lake School District,WI,Wisconsin,Rib Lake,Taylor County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(715) 427-3222,http://www.riblake.k12.wi.us,,,,,Not Started,,,,K12 Locale43,Yes
RICE CISD,2-school-district-tx-rice-cisd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RICE CISD,TX,Texas,Altair,Colorado County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(979) 234-3531,http://www.ricecisd.org,,,,,Not Started,,,,K12 Locale43,Yes
Rice County Sp. Services Coop.,2-school-district-ks-rice-county-sp-services-coop,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rice County Sp. Services Coop.,KS,Kansas,Lyons,Rice County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(620) 257-5196,http://www.usd405.com,,,,,Not Started,,,,K12 Locale43,Yes
Riceville Comm School District,2-school-district-ia-riceville-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Riceville Comm School District,IA,Iowa,Riceville,Howard County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(641) 985-2288,http://www.riceville.k12.ia.us,,,,,Not Started,,,,K12 Locale43,Yes
Rich District,2-school-district-ut-rich-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rich District,UT,Utah,Randolph,Rich County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(435) 793-2135,http://www.richschool.org,,,,,Not Started,,,,K12 Locale43,Yes
RICH HILL R-IV,2-school-district-mo-rich-hill-r-iv,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RICH HILL R-IV,MO,Missouri,Rich Hill,Bates County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(417) 395-4191,http://www.richhill.k12.mo.us,,,,,Not Started,,,,K12 Locale43,Yes
RICHARDTON-TAYLOR 34,2-school-district-nd-richardton-taylor-34,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RICHARDTON-TAYLOR 34,ND,North Dakota,Richardton,Stark County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(701) 974-2111,http://www.richardton-taylor.k12.nd.us,,,,,Not Started,,,,K12 Locale43,Yes
Richey Elem,2-school-district-mt-richey-elem,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Richey Elem,MT,Montana,Richey,Dawson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 773-5523,http://www.richey.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
Richey H S,2-school-district-mt-richey-h-s,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Richey H S,MT,Montana,Richey,Dawson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 773-5523,http://www.richey.k12.mt.us,,,,,Not Started,,,,K12 Locale43,Yes
RICHFIELD DISTRICT,2-school-district-id-richfield-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RICHFIELD DISTRICT,ID,Idaho,Richfield,Lincoln County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(208) 487-2790,,,,,,Not Started,,,,K12 Locale43,Yes
RICHLAND SPRINGS ISD,2-school-district-tx-richland-springs-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RICHLAND SPRINGS ISD,TX,Texas,Richland Springs,San Saba County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(325) 240-1040,http://www.rscoyotes.net,,,,,Not Started,,,,K12 Locale43,Yes
RIDGEWAY R-V,2-school-district-mo-ridgeway-r-v,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RIDGEWAY R-V,MO,Missouri,Ridgeway,Harrison County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(660) 872-6813,http://N/A,,,,,Not Started,,,,K12 Locale43,Yes
Ridgway School District No. R-2  of  the county of Ouray a,2-school-district-co-ridgway-school-district-no-r-2-of-the-county-of-ouray-a,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ridgway School District No. R-2  of  the county of Ouray a,CO,Colorado,Ridgway,Ouray County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(970) 626-4320,http://www.ridgway.k12.co.us/,,,,,Not Started,,,,K12 Locale43,Yes
RINGLING,1-school-district-ok-ringling,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,RINGLING,OK,Oklahoma,Ringling,Jefferson County,43,43-Rural: Remote,31.0,30%+,Locale 43 and SAIPE ≥ 30%,Kent Southward,District Contact,(580) 409-2815,http://www.ringling.k12.ok.us/,,,,,Not Started,,,,K12 Locale43,Yes
Rio Blanco BOCES,2-school-district-co-rio-blanco-boces,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rio Blanco BOCES,CO,Colorado,Rangely,Rio Blanco County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(970) 675-2064,http://www.rioblancoboces.org,,,,,Not Started,,,,K12 Locale43,Yes
Rio Blanco BOCES AU,2-school-district-co-rio-blanco-boces-au,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rio Blanco BOCES AU,CO,Colorado,Rangely,Rio Blanco County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(970) 675-2064,http://www.rioblancoboces.org,,,,,Not Started,,,,K12 Locale43,Yes
RIPLEY CO. R-III,2-school-district-mo-ripley-co-r-iii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RIPLEY CO. R-III,MO,Missouri,Gatewood,Ripley County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(573) 255-3213,http://ripleyr3.k12.mo.us,,,,,Not Started,,,,K12 Locale43,Yes
RIPLEY CO. R-IV,1-school-district-mo-ripley-co-r-iv,1,"Tier 1: K-12 Rural Remote, >30% SAIPE",School District,Spoke Candidate,RIPLEY CO. R-IV,MO,Missouri,Doniphan,Ripley County,43,43-Rural: Remote,35.1,30%+,Locale 43 and SAIPE ≥ 30%,DANETE JOHNSTON,District Contact,(573) 996-7118,http://lonestarschool.org,,,,,Not Started,,,,K12 Locale43,Yes
RISCO R-II,2-school-district-mo-risco-r-ii,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RISCO R-II,MO,Missouri,Risco,New Madrid County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(573) 396-5568,http://WWW.RISCO.K12.MO.US/,,,,,Not Started,,,,K12 Locale43,Yes
RISING STAR ISD,2-school-district-tx-rising-star-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RISING STAR ISD,TX,Texas,Rising Star,Eastland County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(254) 643-1981,http://www.risingstarisd.org,,,,,Not Started,,,,K12 Locale43,Yes
Ritzville School District,2-school-district-wa-ritzville-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Ritzville School District,WA,Washington,Ritzville,Adams County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(509) 659-1660,http://lrschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Rivendell Interstate School District,2-school-district-nh-rivendell-interstate-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rivendell Interstate School District,NH,New Hampshire,Orford,Grafton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(603) 353-2170,http://www.rivendellschool.org/,,,,,Not Started,,,,K12 Locale43,Yes
Rivendell Interstate Supervisory District,2-school-district-nh-rivendell-interstate-supervisory-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Rivendell Interstate Supervisory District,NH,New Hampshire,Orford,Grafton County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(603) 353-2170,http://www.rivendellschool.org/,,,,,Not Started,,,,K12 Locale43,Yes
River Valley Comm School District,2-school-district-ia-river-valley-comm-school-district,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,River Valley Comm School District,IA,Iowa,Correctionville,Woodbury County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(712) 372-4656,http://www.rvwolverines.org,,,,,Not Started,,,,K12 Locale43,Yes
River Valleys Unified School District #73,2-school-district-vt-river-valleys-unified-school-district-73,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,River Valleys Unified School District #73,VT,Vermont,Townshend,Windham County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(802) 365-9510,http://www.windhamcentral.org/,,,,,Not Started,,,,K12 Locale43,Yes
RIVERCREST ISD,2-school-district-tx-rivercrest-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RIVERCREST ISD,TX,Texas,Bogata,Red River County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(903) 632-5205,http://www.rivercrestisd.net,,,,,Not Started,,,,K12 Locale43,Yes
Riverdale Local,2-school-district-oh-riverdale-local,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Riverdale Local,OH,Ohio,Mt Blanchard,Hancock County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(419) 694-2211,http://www.riverdalefalcons.org,,,,,Not Started,,,,K12 Locale43,Yes
RIVERSIDE PUBLIC SCHOOLS,2-school-district-ne-riverside-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RIVERSIDE PUBLIC SCHOOLS,NE,Nebraska,Spalding,Greeley County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(308) 497-2431,,,,,,Not Started,,,,K12 Locale43,Yes
RIVIERA ISD,2-school-district-tx-riviera-isd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,RIVIERA ISD,TX,Texas,Riviera,Kleberg County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(361) 296-3101,http://www.rivieraisd.us,,,,,Not Started,,,,K12 Locale43,Yes
Roanoke City,2-school-district-al-roanoke-city,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roanoke City,AL,Alabama,Roanoke,Randolph County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(800) 674-7890,http://www.roanokecityschools.org,,,,,Not Started,,,,K12 Locale43,Yes
Robbinston Public Schools,2-school-district-me-robbinston-public-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Robbinston Public Schools,ME,Maine,Calais,Washington County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(207) 454-7561,,,,,,Not Started,,,,K12 Locale43,Yes
Roberts K-12 Schools,2-school-district-mt-roberts-k-12-schools,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Roberts K-12 Schools,MT,Montana,Roberts,Carbon County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(406) 445-2421,http://www.robertsrockets.org,,,,,Not Started,,,,K12 Locale43,Yes
Robertson County,2-school-district-ky-robertson-county,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,Robertson County,KY,Kentucky,Mount Olivet,Robertson County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(606) 724-5431,http://school.robertson.k12.ky.us/,,,,,Not Started,,,,K12 Locale43,Yes
ROBY CISD,2-school-district-tx-roby-cisd,2,Tier 2: K-12 Rural Remote / SAIPE Unknown,School District,Spoke Candidate,ROBY CISD,TX,Texas,Roby,Fisher County,43,43-Rural: Remote,,Unknown,Locale 43 and SAIPE not known,,District Contact,(325) 776-2222,http://www.robycisd.org,,,,,Not Started,,,,K12 Locale43,Yes
